Date,Season,Home,Away,HG,AG,Result,Result-U/O,1,X,2,HST,AST,HC,AC,Week,HW,AW,HL,AL,HGF,AGF,HAGF,HGA,AGA,HAGA,HGD,AGD,HAGD,HWGD,AWGD,HAWGD,HLGD,ALGD,HALGD,HW%,HL%,AW%,AL%,HSTF,ASTF,HCF,ACF,HElo,AElo
2026-04-19,2025,Bayern Munich,Stuttgart,4,2,H,O,1.37,5.39,6.44,9.0,7.0,11.0,3.0,15,3.0,1.0,0.0,0.0,11.0,10.0,1.0,3.0,7.0,-4.0,8.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,85.7,7.1,42.9,35.7,29.0,20.0,27.0,15.0,1821.6,1638.2
2026-04-18,2025,Werder Bremen,Hamburg,3,1,H,O,1.97,3.55,3.55,10.0,3.0,7.0,3.0,15,1.0,1.0,2.0,2.0,3.0,4.0,-1.0,4.0,8.0,-4.0,-1.0,-4.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,28.6,42.9,14.3,57.1,14.0,16.0,13.0,8.0,1491.4,1464.2
2026-04-18,2025,Union Berlin,Wolfsburg,1,2,A,O,2.14,3.46,3.18,7.0,4.0,11.0,4.0,15,1.0,0.0,1.0,2.0,3.0,4.0,-1.0,5.0,11.0,-6.0,-2.0,-7.0,5.0,0.0,0.0,0.0,1.0,2.0,-1.0,28.6,28.6,21.4,57.1,14.0,10.0,12.0,9.0,1494.5,1437.3
2026-04-18,2025,Leverkusen,Augsburg,1,2,A,O,1.4,4.86,6.64,10.0,5.0,11.0,4.0,15,1.0,0.0,0.0,2.0,8.0,2.0,6.0,5.0,5.0,0.0,3.0,-3.0,6.0,1.0,0.0,1.0,0.0,1.0,-1.0,57.1,21.4,21.4,64.3,23.0,11.0,22.0,12.0,1696.7,1505.6
2026-04-18,2025,Hoffenheim,Dortmund,2,1,H,O,2.53,3.8,2.42,4.0,3.0,4.0,3.0,15,0.0,2.0,2.0,0.0,2.0,6.0,-4.0,4.0,3.0,1.0,-2.0,3.0,-5.0,0.0,1.0,-1.0,0.0,0.0,0.0,57.1,35.7,57.1,7.1,22.0,13.0,33.0,8.0,1562.8,1714.0
2026-04-18,2025,Ein Frankfurt,RB Leipzig,1,3,A,O,3.28,3.91,1.97,5.0,8.0,4.0,6.0,15,2.0,2.0,0.0,1.0,5.0,4.0,1.0,2.0,3.0,-1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,28.6,50.0,28.6,18.0,11.0,18.0,15.0,1587.5,1650.1
2026-04-17,2025,St Pauli,FC Koln,1,1,D,U,2.82,3.24,2.49,6.0,1.0,8.0,5.0,15,0.0,0.0,2.0,1.0,1.0,3.0,-2.0,7.0,5.0,2.0,-6.0,-2.0,-4.0,0.0,0.0,0.0,1.0,1.0,0.0,28.6,42.9,14.3,50.0,10.0,14.0,12.0,17.0,1455.7,1471.4
2026-04-12,2025,Stuttgart,Hamburg,4,0,H,O,1.39,4.88,6.75,11.0,5.0,8.0,2.0,15,2.0,1.0,1.0,1.0,5.0,5.0,0.0,2.0,5.0,-3.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,71.4,14.3,15.4,53.8,18.0,16.0,17.0,8.0,1632.5,1469.8
2026-04-12,2025,Mainz,Freiburg,0,1,A,U,2.23,3.14,3.3,3.0,3.0,6.0,4.0,15,1.0,1.0,0.0,2.0,5.0,2.0,3.0,4.0,6.0,-2.0,1.0,-4.0,5.0,0.0,0.0,0.0,0.0,2.0,-2.0,28.6,35.7,21.4,57.1,14.0,11.0,17.0,14.0,1564.6,1560.5
2026-04-12,2025,FC Koln,Werder Bremen,3,1,H,O,2.18,3.45,3.08,8.0,2.0,8.0,5.0,15,0.0,2.0,1.0,1.0,6.0,6.0,0.0,7.0,3.0,4.0,-1.0,3.0,-4.0,0.0,1.0,-1.0,0.0,0.0,0.0,28.6,42.9,21.4,57.1,13.0,12.0,17.0,12.0,1460.2,1502.7
